Type,Value
Data Source,Case_00_CC : TMD : GAGARINSAT_CFGCRYO_CASE_
Element,Solar_Panles_xPlus:surface1
,
,
Time[s],Sum Total Solar Heat Source
0.0,0.0
605.9285888671875,0.0
1211.857177734375,282.0037721377829
1817.7857666015625,282.00373941106176
2423.71435546875,282.00371884509013
3029.6429443359375,282.00371811708334
3635.571533203125,282.0037374971279
4241.5001220703125,282.00376998712534
4847.4287109375,0.0
5453.3572998046875,0.0
6059.28564453125,0.0
