Type,Value,Type,Value,Type,Value,Type,Value,Type,Value,Type,Value
Data Source,Case_00_CC : TMD : GAGARINSAT_CFGCRYO_CASE_,Data Source,Case_00_CC : TMD : GAGARINSAT_CFGCRYO_CASE_,Data Source,Case_00_CC : TMD : GAGARINSAT_CFGCRYO_CASE_,Data Source,Case_00_CC : TMD : GAGARINSAT_CFGCRYO_CASE_,Data Source,Case_00_CC : TMD : GAGARINSAT_CFGCRYO_CASE_,Data Source,Case_00_CC : TMD : GAGARINSAT_CFGCRYO_CASE_
Element,CCD_CryoCool_Diss,Element,CCD_CryoCool_Sink,Element,Electronic_Box,Element,IR_TEL_CCD,Element,Payload_1,Element,Payload_2
,,,,,,,,,,,
,,,,,,,,,,,
Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature
0.0,-36.899203070764415,0.0,-23.054423800380324,0.0,-12.674215434963333,0.0,-23.08645278742161,0.0,-16.881783080620448,0.0,-16.68081192472761
605.9285888671875,-37.465675621752055,605.9285888671875,-23.34091294796486,605.9285888671875,-15.066318752755295,605.9285888671875,-23.39709543994873,605.9285888671875,-17.815380119850413,605.9285888671875,-17.578312909952082
1211.857177734375,-37.93002775140663,1211.857177734375,-23.63959754487557,1211.857177734375,-16.87731479352193,1211.857177734375,-23.66908433347472,1211.857177734375,-19.00919702161971,1211.857177734375,-18.72742801515346
1817.7857666015625,-37.9835927023856,1817.7857666015625,-23.785362039251524,1817.7857666015625,-16.586407960010845,1817.7857666015625,-23.80000876286694,1817.7857666015625,-19.729728908165878,1817.7857666015625,-19.407125112321232
2423.71435546875,-37.77336301278841,2423.71435546875,-23.809421361252735,2423.71435546875,-15.14458346321338,2423.71435546875,-23.803363983642058,2423.71435546875,-19.826708106454383,2423.71435546875,-19.449523661846726
3029.6429443359375,-37.43709548490895,3029.6429443359375,-23.71542938170736,3029.6429443359375,-13.370927742639823,3029.6429443359375,-23.69395904994324,3029.6429443359375,-19.436193797664792,3029.6429443359375,-19.003574028588822
3635.571533203125,-37.03720561608,3635.571533203125,-23.547836893761303,3635.571533203125,-11.741319677520545,3635.571533203125,-23.51827332336055,3635.571533203125,-18.7544233450661,3635.571533203125,-18.31549259280016
4241.5001220703125,-36.63601547585841,4241.5001220703125,-23.358726148584044,4241.5001220703125,-10.346757579550214,4241.5001220703125,-23.3324559375282,4241.5001220703125,-17.906813876501072,4241.5001220703125,-17.545135648391707
4847.4287109375,-36.29517265923895,4847.4287109375,-23.121523393199016,4847.4287109375,-9.427005940832728,4847.4287109375,-23.073078138366615,4847.4287109375,-17.005932182634123,4847.4287109375,-16.742996805981264
5453.3572998046875,-36.449035858430435,5453.3572998046875,-22.962398074011038,5453.3572998046875,-10.447726444189648,5453.3572998046875,-22.95987432358378,5453.3572998046875,-16.536394931399723,5453.3572998046875,-16.332562346436646
6059.28564453125,-36.90063479042894,6059.28564453125,-23.062433745730935,6059.28564453125,-12.67584507341129,6059.28564453125,-23.094420138120835,6059.28564453125,-16.883579362049158,6059.28564453125,-16.682608302063898
